t,reproj_rms_px,reproj_feats
83.2712,4.63221,21
83.3379,0.356045,0
83.4047,2.89122,9
83.4714,3.09055,26
83.5381,2.79361,11
83.6049,3.26487,31
83.6716,2.46785,13
83.7383,2.3667,31
83.8051,1.34978,13
83.8718,2.97968,15
83.9385,2.2133,22
84.0053,2.65819,11
84.072,1.78366,16
84.1387,0.256338,0
84.2055,3.26058,4
84.2722,3.26058,4
84.3389,3.26058,4
84.4057,4.77132,1
84.4724,2.47314,36
84.5391,2.81597,31
84.6059,2.92615,5
84.6726,3.04077,31
84.7393,2.80638,16
84.8061,2.321,16
84.8728,3.15967,16
84.9395,3.73106,2
85.0063,2.14854,7
85.073,2.29581,15
