t,reproj_rms_px,reproj_feats
84.2722,2.21506,3
84.3389,2.57352,3
84.4057,3.03869,12
84.4724,3.06423,21
84.5391,2.59488,37
84.6059,3.29029,25
84.6726,2.88591,32
84.7393,2.9305,12
84.8061,2.90858,13
84.8728,1.91325,10
84.9395,1.92512,19
85.0063,2.36163,38
85.073,3.26544,62
