frame,x,y,z
3.850000000000000000e+02,-3.408941239571671583e-02,1.900600190293045416e-02,-6.266855719574994203e-03
4.010000000000000000e+02,2.970730304700063343e-03,4.498007727978177439e-02,1.936052594026328733e-02
4.170000000000000000e+02,2.997035121317572978e-02,4.881721084519539261e-02,2.016667264599478551e-02
4.330000000000000000e+02,5.690103870176254491e-02,5.059286583924758884e-02,4.464248669564278155e-02
4.490000000000000000e+02,4.279174895704797310e-02,4.555493837552228309e-02,2.207303121806429916e-02
4.650000000000000000e+02,1.094170434517965917e-02,5.080805382511405927e-02,1.252919061770248026e-02
4.810000000000000000e+02,1.504998425651725251e-02,6.212709895843902125e-02,1.956793893844852028e-02
4.970000000000000000e+02,5.573659872928413833e-02,7.644720275417804523e-02,3.487462632778631777e-02
5.130000000000000000e+02,1.007803951571474566e-01,5.832250875070631169e-02,1.586733115359349744e-02
5.290000000000000000e+02,5.833567965117086862e-02,5.078554491346363997e-02,-3.642686660889806003e-03
5.450000000000000000e+02,2.436415463829590816e-02,4.975706953253605097e-02,-3.881373128910723270e-03
5.610000000000000000e+02,9.023468306653445459e-03,3.844559734078941554e-02,-1.643691363187826243e-02
5.770000000000000000e+02,5.901203725826134920e-04,4.573989854317516562e-02,-2.237077585794055266e-03
5.930000000000000000e+02,2.235637579645044504e-02,4.223204201184847795e-02,-5.543136620962042793e-03
6.090000000000000000e+02,5.098827942411554570e-02,2.352321418230742672e-02,-1.819660328986262912e-02
6.250000000000000000e+02,1.071141508644628433e-02,1.407018968900964999e-02,-2.066224886160489271e-02
6.410000000000000000e+02,-2.408143309202602847e-02,3.784284622925163880e-03,-4.041742202496843850e-02
6.570000000000000000e+02,-4.404738847837542243e-02,-5.775567118965786555e-03,-5.440556573268224422e-02
6.730000000000000000e+02,-6.017653703676133226e-02,-1.541265307138024211e-02,-6.414676102778135713e-02
6.890000000000000000e+02,-5.335608659206371451e-02,-9.159525649577603471e-03,-6.277053641231007675e-02
7.050000000000000000e+02,-1.851460767133910820e-02,6.354074334355797743e-03,-5.193048550974643102e-02
