t,reproj_rms_px,reproj_feats
83.0043,2.63061,45
83.071,3.56477,6
83.1377,3.05276,40
83.2045,3.33483,8
83.2712,3.64177,28
83.3379,2.98185,33
83.4047,2.87963,20
83.4714,3.25803,22
83.5381,2.66319,12
83.6049,2.96481,16
83.6716,1.35827,22
83.7383,1.94733,27
83.8051,1.94733,27
83.8718,2.52075,22
83.9385,3.67015,33
84.0053,2.10214,40
84.072,3.6836,10
84.1387,3.95305,11
84.2055,3.95305,11
84.2722,2.07684,15
84.3389,2.86577,18
84.4057,2.44223,20
84.4724,3.96818,18
84.5391,1.4226,21
84.6059,2.59094,20
84.6726,3.09986,9
84.7393,2.15186,7
84.8061,2.84498,6
84.8728,1.61135,16
84.9395,2.40326,13
85.0063,3.7864,16
85.073,2.3015,17
