t,px,py,pz,qx,qy,qz,qw
11.6663,-0.887187,-0.699686,-0.0236674,-0.384226,-0.614858,-0.355289,0.589991
11.7331,-0.862991,-0.672316,-0.0141118,-0.383028,-0.618046,-0.352563,0.589073
11.7998,-0.864852,-0.665827,-0.0178921,-0.379183,-0.618433,-0.354173,0.590188
11.8665,-0.887498,-0.661757,-0.0248001,-0.386412,-0.609642,-0.359815,0.591232
11.9333,-0.917007,-0.656442,-0.0339178,-0.391491,-0.601207,-0.370302,0.590052
12,-0.928866,-0.637463,-0.0289809,-0.401986,-0.595472,-0.373466,0.586808
12.0667,-0.932964,-0.628183,-0.0215422,-0.405007,-0.596513,-0.375963,0.582059
12.1335,-0.941113,-0.623237,-0.0189289,-0.410993,-0.598324,-0.374944,0.576637
12.2002,-0.9425,-0.612469,-0.0109125,-0.418249,-0.595442,-0.371434,0.576674
12.2669,-0.955117,-0.589069,-0.0146028,-0.427178,-0.581344,-0.382727,0.57713
12.3337,-0.956548,-0.587449,-0.0190336,-0.426649,-0.5819,-0.385429,0.575159
12.4004,-0.955006,-0.572077,-0.0177059,-0.429629,-0.581896,-0.387083,0.571824
12.4671,-0.953034,-0.559579,-0.0176959,-0.430151,-0.582845,-0.389194,0.569025
12.5339,-0.955276,-0.547742,-0.0162687,-0.433326,-0.581816,-0.392924,0.565093
12.6006,-0.955993,-0.54649,-0.0195572,-0.433619,-0.581902,-0.396555,0.562235
12.6673,-0.957143,-0.551645,-0.0229198,-0.433828,-0.580459,-0.400532,0.560745
12.7341,-0.961659,-0.547491,-0.0194661,-0.438933,-0.576511,-0.405112,0.557546
12.8008,-0.96577,-0.546607,-0.0186715,-0.441572,-0.573674,-0.408986,0.555556
12.8675,-0.970169,-0.546492,-0.0230583,-0.438954,-0.573389,-0.413786,0.55437
12.9343,-0.975685,-0.523877,-0.0221986,-0.448585,-0.567393,-0.418905,0.548958
13.001,-0.9856,-0.518304,-0.0305024,-0.452049,-0.559881,-0.429891,0.545324
13.0677,-1.00486,-0.517598,-0.0279284,-0.458973,-0.556754,-0.432379,0.540756
13.1345,-1.02029,-0.499321,-0.0322773,-0.464642,-0.554529,-0.446956,0.526152
13.2012,-1.03845,-0.518733,-0.0491161,-0.456442,-0.550732,-0.456799,0.528857
13.2679,-1.06741,-0.508571,-0.054935,-0.468107,-0.541492,-0.4673,0.518935
13.3347,-1.0876,-0.492529,-0.0607174,-0.478178,-0.532147,-0.479419,0.508255
13.4014,-1.11116,-0.476229,-0.06293,-0.489009,-0.524948,-0.489638,0.495534
13.4681,-1.13458,-0.459255,-0.0671156,-0.498515,-0.514368,-0.50031,0.486414
13.5349,-1.17625,-0.460636,-0.0756704,-0.506595,-0.502348,-0.510254,0.48026
13.6016,-1.19626,-0.435371,-0.06727,-0.52189,-0.485752,-0.513466,0.477524
13.6683,-1.23505,-0.430287,-0.0681535,-0.535743,-0.471782,-0.519966,0.469081
13.7351,-1.25866,-0.414153,-0.0602696,-0.546266,-0.459717,-0.526496,0.46158
13.8018,-1.27809,-0.391629,-0.0505354,-0.558706,-0.445251,-0.531791,0.454751
13.8685,-1.28226,-0.343428,-0.0513399,-0.569139,-0.42719,-0.543915,0.444687
13.9353,-1.29192,-0.310142,-0.0504839,-0.577875,-0.41453,-0.554255,0.432465
14.002,-1.30396,-0.282376,-0.0561299,-0.58179,-0.40389,-0.566637,0.421088
14.0687,-1.30945,-0.253193,-0.0644402,-0.588313,-0.392697,-0.576387,0.409213
14.1355,-1.32283,-0.224492,-0.0778742,-0.593994,-0.383887,-0.586866,0.394196
14.2022,-1.32713,-0.201278,-0.0862115,-0.598158,-0.378089,-0.593078,0.384076
14.2689,-1.30464,-0.178176,-0.0943461,-0.59741,-0.37062,-0.603897,0.375568
14.3357,-1.27256,-0.168306,-0.104076,-0.590611,-0.365488,-0.613837,0.375234
14.4024,-1.28871,-0.164503,-0.113107,-0.592165,-0.362255,-0.616774,0.371082
14.4691,-1.26626,-0.149351,-0.112531,-0.594009,-0.354959,-0.623088,0.364581
14.5359,-1.25938,-0.144962,-0.115847,-0.594011,-0.350055,-0.627916,0.361018
14.6026,-1.27549,-0.14759,-0.119861,-0.59388,-0.34508,-0.629307,0.363591
14.6693,-1.27194,-0.163512,-0.119854,-0.587657,-0.343672,-0.629594,0.374379
