t,px,py,pz,qx,qy,qz,qw
24.5579,-18.2414,-12.0467,-25.5275,-0.203588,-0.603568,-0.318542,0.701989
24.6246,-18.6114,-13.2605,-26.1992,-0.208461,-0.604868,-0.324838,0.696533
24.6913,-19.1558,-15.6026,-27.0439,-0.21004,-0.601976,-0.328938,0.69664
24.7581,-19.5299,-16.9018,-27.7473,-0.217493,-0.599142,-0.330786,0.695921
24.8248,-19.7065,-18.452,-28.4968,-0.229315,-0.590118,-0.332218,0.699147
24.8915,-20.0794,-19.7518,-29.1835,-0.239301,-0.582273,-0.329982,0.703424
24.9583,-20.4138,-21.1748,-29.8849,-0.243337,-0.579488,-0.329886,0.704384
25.025,-20.7222,-22.6799,-30.6189,-0.240107,-0.578295,-0.327069,0.707777
25.0917,-21.2099,-24.2444,-31.4149,-0.245075,-0.574308,-0.324549,0.710476
25.1585,-21.6502,-25.7246,-32.1706,-0.244521,-0.575217,-0.323399,0.710457
25.2252,-22.0111,-26.465,-32.7317,-0.236971,-0.582339,-0.327088,0.705506
25.2919,-22.4055,-27.9357,-33.4817,-0.238915,-0.580735,-0.327904,0.705794
25.3587,-22.8025,-29.422,-34.2369,-0.239553,-0.582375,-0.326961,0.704663
25.4254,-23.107,-31.2929,-35.0468,-0.237458,-0.586346,-0.3243,0.703308
25.4921,-23.6874,-32.6629,-35.8209,-0.239703,-0.58618,-0.322137,0.703678
25.5589,-23.4503,-33.0509,-36.0987,-0.240761,-0.591876,-0.309261,0.704326
25.6256,-23.7477,-34.3338,-36.7421,-0.241044,-0.594528,-0.30263,0.704875
25.6923,-24.2377,-36.0551,-37.5954,-0.246158,-0.594608,-0.294347,0.706546
25.7591,-25.1027,-37.46,-38.3783,-0.243065,-0.595049,-0.292314,0.708088
25.8258,-25.7435,-39.7422,-39.5961,-0.227846,-0.605007,-0.290509,0.705449
25.8925,-26.1501,-41.3687,-40.3814,-0.233507,-0.60194,-0.280913,0.710092
25.9593,-26.6638,-42.8267,-41.0358,-0.22401,-0.608182,-0.275232,0.710057
26.026,-27.0672,-44.486,-41.8351,-0.214833,-0.615393,-0.269542,0.708862
26.0927,-27.4728,-46.2821,-42.6981,-0.205093,-0.622071,-0.262578,0.708532
26.1595,-27.8918,-47.993,-43.5106,-0.19642,-0.627137,-0.251879,0.710405
26.2262,-28.3402,-49.7396,-44.3214,-0.185998,-0.633142,-0.24177,0.711395
26.2929,-28.8364,-51.5489,-45.1543,-0.176794,-0.637762,-0.229413,0.713704
