t,px,py,pz,qx,qy,qz,qw
18.8068,-16.7211,7.13923,-5.36668,-0.641256,-0.294538,-0.601419,0.374611
18.8735,-16.9308,7.2146,-5.4761,-0.641793,-0.294052,-0.602569,0.372218
18.9403,-17.1039,7.25319,-5.55579,-0.64336,-0.292117,-0.603022,0.370298
19.007,-17.3151,7.33025,-5.68167,-0.645837,-0.289287,-0.603371,0.36763
19.0737,-17.2475,7.22665,-5.72669,-0.647686,-0.287977,-0.603085,0.365869
19.1405,-17.4475,7.19461,-5.8648,-0.647768,-0.286065,-0.604113,0.365529
19.2072,-17.5832,7.16513,-6.00406,-0.647211,-0.285644,-0.604846,0.365632
19.2739,-17.7781,7.1293,-6.18356,-0.646735,-0.285412,-0.605672,0.365287
19.3407,-17.9032,7.10325,-6.33845,-0.646172,-0.285532,-0.605688,0.366163
19.4074,-18.0435,7.13809,-6.45806,-0.64356,-0.288228,-0.606418,0.367441
19.4741,-18.1015,7.21809,-6.55984,-0.640585,-0.294097,-0.605435,0.369602
19.5409,-18.1194,7.28142,-6.63652,-0.638213,-0.296345,-0.600694,0.379515
19.6076,-18.2645,7.38246,-6.7546,-0.632874,-0.30116,-0.595858,0.39208
19.6743,-18.4276,7.51469,-6.88189,-0.623878,-0.310696,-0.591003,0.406152
19.7411,-18.4674,7.62819,-6.99176,-0.616823,-0.317783,-0.582493,0.423374
19.8078,-18.6327,7.70091,-7.12462,-0.605952,-0.330337,-0.57203,0.443262
19.8745,-18.7815,7.72079,-7.23526,-0.591947,-0.345476,-0.559118,0.46651
19.9413,-18.9182,7.70979,-7.34465,-0.573892,-0.359626,-0.547294,0.491718
20.008,-19.112,7.74395,-7.52493,-0.557943,-0.375367,-0.534548,0.511917
20.0747,-19.2415,7.77067,-7.63135,-0.545964,-0.391607,-0.518441,0.528948
20.1415,-19.3803,7.74347,-7.75339,-0.524514,-0.409723,-0.505236,0.549317
20.2082,-19.4881,7.73513,-7.86636,-0.499941,-0.428661,-0.49159,0.569778
20.2749,-19.6238,7.68083,-7.99749,-0.477438,-0.446452,-0.472601,0.591086
20.3417,-19.7395,7.62795,-8.11836,-0.450725,-0.467964,-0.45224,0.611012
20.4084,-19.8175,7.58207,-8.22104,-0.422628,-0.486631,-0.431976,0.630851
20.4751,-19.9388,7.5115,-8.36405,-0.394605,-0.50586,-0.40398,0.652067
20.5419,-20.0166,7.41567,-8.46506,-0.361333,-0.527657,-0.373944,0.671701
20.6086,-20.1182,7.31533,-8.59914,-0.327878,-0.552804,-0.342366,0.685339
20.6753,-20.1522,7.21443,-8.65513,-0.293129,-0.572244,-0.316919,0.697263
20.7421,-20.2649,7.12927,-8.83754,-0.270326,-0.583689,-0.285754,0.710335
20.8088,-20.3333,7.0086,-8.97433,-0.238847,-0.595516,-0.258281,0.722221
20.8755,-20.3724,6.88341,-8.97794,-0.205558,-0.604448,-0.227749,0.7352
20.9423,-20.4393,6.79704,-9.12859,-0.173541,-0.617544,-0.196806,0.741478
21.009,-20.4433,6.66579,-9.1432,-0.132172,-0.625132,-0.16758,0.750771
21.0757,-20.5838,6.49066,-9.42314,-0.0973176,-0.630494,-0.140572,0.75713
21.1425,-20.6426,6.41847,-9.64742,-0.065555,-0.632457,-0.114068,0.76334
21.2092,-20.6766,6.28465,-9.78759,-0.033807,-0.634816,-0.0832813,0.767418
21.2759,-20.7362,6.3752,-9.90611,-0.0108869,-0.647972,-0.063459,0.758938
21.3427,-20.7819,6.31455,-10.054,0.0174513,-0.653849,-0.0390211,0.755416
21.4094,-20.8026,6.2401,-10.1962,0.0425923,-0.657277,-0.0160473,0.752273
21.4761,-20.8274,6.07564,-10.3422,0.0739533,-0.656502,0.00901535,0.750636
21.5429,-20.8861,5.90591,-10.5203,0.105795,-0.656221,0.0307532,0.746482
21.6096,-20.9041,5.73143,-10.6663,0.130351,-0.655043,0.060528,0.741797
21.6763,-20.96,5.56782,-10.8258,0.149652,-0.655593,0.0855879,0.735171
21.7431,-20.9837,5.38799,-10.9503,0.171715,-0.654095,0.107125,0.728833
21.8098,-20.9959,5.19907,-11.0892,0.192372,-0.647754,0.128547,0.725867
21.8765,-20.9978,5.00335,-11.2352,0.2105,-0.641802,0.14853,0.722301
21.9433,-21.0166,4.82476,-11.3671,0.221167,-0.642381,0.167868,0.71432
22.01,-21.0195,4.62478,-11.514,0.241866,-0.638805,0.181156,0.707539
22.0767,-21.0013,4.38683,-11.6561,0.25594,-0.634642,0.190079,0.703984
22.1435,-20.984,4.17147,-11.8093,0.268165,-0.633426,0.195371,0.699063
22.2102,-20.9593,3.95498,-11.9656,0.273382,-0.633184,0.199088,0.696207
22.2769,-20.9279,3.73658,-12.1212,0.279579,-0.632939,0.202932,0.692851
22.3437,-20.8807,3.52955,-12.2808,0.279284,-0.63186,0.20842,0.692325
22.4104,-20.8389,3.30001,-12.4283,0.283326,-0.633713,0.215322,0.686855
22.4771,-20.7811,3.06989,-12.5685,0.276888,-0.636456,0.22213,0.684774
22.5439,-20.6992,2.8321,-12.6907,0.280466,-0.637041,0.229125,0.680455
22.6106,-20.6128,2.63259,-12.8274,0.281464,-0.638595,0.228821,0.678687
22.6773,-20.5452,2.39191,-12.9808,0.286717,-0.641062,0.232447,0.672905
22.7441,-20.4705,2.16311,-13.1404,0.285066,-0.643062,0.238588,0.66954
22.8108,-20.3817,1.9174,-13.2932,0.291773,-0.640635,0.241426,0.667958
22.8775,-20.296,1.65509,-13.4525,0.296168,-0.63852,0.24477,0.666832
22.9443,-20.1944,1.40545,-13.6066,0.30192,-0.636141,0.248361,0.665196
23.011,-20.0638,1.04187,-13.7176,0.30843,-0.634444,0.249919,0.663244
23.0777,-19.9184,0.777422,-13.8557,0.3142,-0.632533,0.256732,0.659749
23.1445,-19.7177,0.6047,-13.9983,0.314551,-0.631101,0.263071,0.658455
23.2112,-19.6982,0.331722,-14.2092,0.320695,-0.630096,0.272971,0.652396
23.2779,-19.4164,-0.185214,-14.1711,0.328568,-0.62652,0.277942,0.649819
23.3447,-19.063,-0.8923,-14.1439,0.33981,-0.623919,0.282788,0.644426
23.4114,-18.5455,-1.46572,-14.068,0.343593,-0.615107,0.282957,0.650787
23.4781,-18.2482,-1.79247,-14.163,0.341247,-0.616444,0.285975,0.649435
23.5449,-18.0466,-2.35953,-14.4945,0.347454,-0.616158,0.281964,0.648167
23.6116,-17.7393,-2.67678,-14.5527,0.348424,-0.61576,0.277998,0.649736
23.6783,-17.4904,-2.96173,-14.6128,0.344196,-0.616662,0.274982,0.652412
23.7451,-17.2568,-3.34443,-14.7617,0.340262,-0.616993,0.269774,0.656325
23.8118,-17.0054,-3.71919,-14.8997,0.339216,-0.617061,0.265196,0.658665
23.8785,-16.747,-4.07494,-15.0352,0.332964,-0.622338,0.256815,0.660209
23.9453,-16.5164,-4.49658,-15.2493,0.331572,-0.623545,0.251115,0.661961
24.012,-16.3485,-4.94086,-15.4827,0.320099,-0.631215,0.249561,0.660926
24.0787,-16.0284,-5.30885,-15.6466,0.304983,-0.638649,0.249013,0.661139
24.1455,-15.6272,-5.86049,-15.8432,0.29891,-0.641684,0.240386,0.66416
24.2122,-15.2855,-6.30327,-15.9821,0.296031,-0.643715,0.224521,0.669019
24.2789,-14.9162,-6.69259,-16.1064,0.283655,-0.646517,0.214513,0.674937
24.3457,-14.4755,-7.06006,-16.1583,0.273777,-0.650157,0.197863,0.680582
24.4124,-14.0685,-7.63353,-16.277,0.276592,-0.649214,0.183131,0.684457
24.4791,-14.0119,-7.9613,-16.4302,0.264303,-0.652225,0.169593,0.689916
24.5459,-13.7524,-8.55986,-16.7307,0.256023,-0.654674,0.16298,0.692309
24.6126,-13.4679,-9.06539,-16.8983,0.255138,-0.657912,0.150317,0.692431
24.6793,-13.2048,-9.56589,-17.1111,0.248132,-0.660028,0.145499,0.693991
24.7461,-12.861,-9.79549,-17.5158,0.231412,-0.663977,0.135603,0.697994
24.8128,-12.3096,-10.2839,-17.5654,0.225562,-0.662263,0.153482,0.697834
24.8795,-12.104,-10.7414,-17.6917,0.215706,-0.661067,0.169585,0.698357
24.9463,-11.703,-11.2225,-17.857,0.21324,-0.659484,0.172357,0.69993
25.013,-11.4069,-11.754,-18.0886,0.217819,-0.657465,0.176505,0.699386
25.0797,-11.0616,-12.2199,-18.2041,0.208242,-0.659132,0.18335,0.698973
25.1465,-10.8495,-12.7282,-18.4674,0.204428,-0.660216,0.184357,0.698811
25.2132,-10.558,-12.9303,-18.7275,0.202778,-0.658758,0.180908,0.701564
25.2799,-9.98499,-13.335,-18.9684,0.185084,-0.661274,0.171941,0.706327
25.3467,-9.50338,-13.7796,-19.1607,0.17838,-0.663344,0.168725,0.706885
25.4134,-9.05546,-14.2085,-19.2384,0.171139,-0.666826,0.166781,0.70586
25.4801,-8.70463,-14.5713,-19.375,0.168568,-0.667546,0.166351,0.7059
25.5469,-8.3545,-14.9427,-19.5556,0.158928,-0.66432,0.180869,0.707606
25.6136,-7.17871,-15.2904,-19.62,0.147664,-0.667873,0.176437,0.707821
25.6803,-7.20406,-15.9445,-19.9452,0.135316,-0.668266,0.183639,0.708087
25.7471,-6.54501,-16.45,-20.247,0.129812,-0.666823,0.185976,0.709866
25.8138,-6.3142,-16.8081,-20.3102,0.143026,-0.668391,0.183206,0.706564
25.8805,-5.77506,-17.6338,-20.8188,0.11719,-0.66936,0.184659,0.710017
